user040 | deposit $945 to savings | DATE OF TRANSACTION Wed Jan 22 01:47:00 2025
user084 | deposit $2080 to checking | DATE OF TRANSACTION Fri Nov 22 02:36:00 2024
user041 | withdraw $515 to savings | DATE OF TRANSACTION Thu Nov 14 11:54:00 2024
user054 | deposit $1244 to savings | DATE OF TRANSACTION Tue Jan 21 01:04:00 2025
user029 | withdraw $2511 to savings | DATE OF TRANSACTION Sun Dec 22 12:56:00 2024
user017 | deposit $672 to checking | DATE OF TRANSACTION Mon Oct 28 06:38:00 2024
user023 | withdraw $2336 to savings | DATE OF TRANSACTION Sun Oct 13 22:10:00 2024
user068 | deposit $101 to savings | DATE OF TRANSACTION Fri Dec 06 11:18:00 2024
user035 | withdraw $1304 to savings | DATE OF TRANSACTION Sun Oct 20 20:26:00 2024
user043 | deposit $1771 to savings | DATE OF TRANSACTION Thu Nov 21 12:27:00 2024
user092 | withdraw $1035 to checking | DATE OF TRANSACTION Sun Sep 29 23:52:00 2024
user038 | withdraw $1372 to savings | DATE OF TRANSACTION Wed Jan 29 01:30:00 2025
user021 | deposit $2836 to savings | DATE OF TRANSACTION Fri Nov 29 17:17:00 2024
user067 | deposit $509 to savings | DATE OF TRANSACTION Tue Sep 17 13:34:00 2024
user066 | withdraw $2658 to savings | DATE OF TRANSACTION Thu Jan 16 01:09:00 2025
user022 | withdraw $1757 to checking | DATE OF TRANSACTION Sat Jan 04 03:17:00 2025
user077 | deposit $2969 to savings | DATE OF TRANSACTION Tue Sep 17 04:38:00 2024
user058 | withdraw $1880 to savings | DATE OF TRANSACTION Mon Oct 28 07:42:00 2024
user024 | withdraw $1822 to checking | DATE OF TRANSACTION Fri Dec 27 06:15:00 2024
user037 | deposit $432 to savings | DATE OF TRANSACTION Mon Sep 02 21:36:00 2024
user019 | withdraw $663 to checking | DATE OF TRANSACTION Sat Dec 28 08:24:00 2024
user023 | deposit $1141 to checking | DATE OF TRANSACTION Thu Dec 05 21:04:00 2024
user096 | deposit $2748 to checking | DATE OF TRANSACTION Thu Nov 14 20:11:00 2024
user078 | deposit $608 to checking | DATE OF TRANSACTION Tue Jan 28 08:05:00 2025
user095 | deposit $2521 to savings | DATE OF TRANSACTION Thu Nov 28 09:44:00 2024
user006 | withdraw $325 to checking | DATE OF TRANSACTION Mon Jan 06 23:25:00 2025
user038 | withdraw $2968 to savings | DATE OF TRANSACTION Sun Nov 10 18:10:00 2024
user002 | deposit $1580 to savings | DATE OF TRANSACTION Sun Oct 27 03:02:00 2024
user095 | deposit $1209 to savings | DATE OF TRANSACTION Wed Sep 11 17:13:00 2024
user079 | deposit $212 to savings | DATE OF TRANSACTION Wed Jan 15 08:27:00 2025
user039 | withdraw $1275 to savings | DATE OF TRANSACTION Sat Sep 21 02:35:00 2024
user028 | withdraw $2813 to checking | DATE OF TRANSACTION Sat Oct 26 12:11:00 2024
user099 | deposit $1039 to checking | DATE OF TRANSACTION Wed Dec 25 09:51:00 2024
user090 | deposit $1774 to checking | DATE OF TRANSACTION Tue Sep 03 13:17:00 2024
user072 | withdraw $430 to checking | DATE OF TRANSACTION Sat Jan 04 08:20:00 2025
user062 | withdraw $1737 to savings | DATE OF TRANSACTION Wed Nov 20 03:18:00 2024
user015 | deposit $909 to checking | DATE OF TRANSACTION Sat Jan 18 06:35:00 2025
user049 | deposit $487 to savings | DATE OF TRANSACTION Mon Dec 16 05:56:00 2024
user012 | deposit $1032 to checking | DATE OF TRANSACTION Tue Nov 19 19:30:00 2024
user015 | deposit $1271 to checking | DATE OF TRANSACTION Sun Dec 15 09:32:00 2024
user012 | withdraw $1148 to savings | DATE OF TRANSACTION Fri Dec 06 16:18:00 2024
user092 | withdraw $1648 to checking | DATE OF TRANSACTION Wed Oct 23 08:52:00 2024
user002 | withdraw $17 to checking | DATE OF TRANSACTION Sat Oct 05 08:49:00 2024
user049 | withdraw $1685 to checking | DATE OF TRANSACTION Mon Sep 09 09:38:00 2024
user026 | deposit $2311 to checking | DATE OF TRANSACTION Fri Sep 13 14:50:00 2024
user029 | withdraw $1888 to savings | DATE OF TRANSACTION Thu Dec 19 04:55:00 2024
user018 | withdraw $65 to checking | DATE OF TRANSACTION Sun Sep 01 14:14:00 2024
user022 | withdraw $1851 to checking | DATE OF TRANSACTION Fri Oct 25 21:15:00 2024
user092 | withdraw $1195 to savings | DATE OF TRANSACTION Tue Sep 03 10:15:00 2024
user070 | withdraw $75 to savings | DATE OF TRANSACTION Mon Nov 25 18:35:00 2024
user061 | withdraw $655 to checking | DATE OF TRANSACTION Thu Sep 05 06:58:00 2024
user035 | withdraw $2248 to checking | DATE OF TRANSACTION Fri Sep 13 17:18:00 2024
user097 | withdraw $380 to checking | DATE OF TRANSACTION Wed Nov 13 16:33:00 2024
user049 | deposit $2947 to savings | DATE OF TRANSACTION Sat Nov 09 20:28:00 2024
user029 | withdraw $1955 to checking | DATE OF TRANSACTION Thu Nov 21 11:30:00 2024
user031 | withdraw $1287 to savings | DATE OF TRANSACTION Thu Oct 03 11:42:00 2024
user003 | deposit $66 to checking | DATE OF TRANSACTION Wed Sep 18 20:21:00 2024
user054 | withdraw $2195 to checking | DATE OF TRANSACTION Sat Dec 07 08:01:00 2024
user094 | deposit $2502 to checking | DATE OF TRANSACTION Sun Dec 08 01:24:00 2024
user067 | withdraw $1628 to checking | DATE OF TRANSACTION Wed Jan 15 17:02:00 2025
user098 | deposit $2489 to savings | DATE OF TRANSACTION Mon Dec 02 00:51:00 2024
user018 | withdraw $2156 to checking | DATE OF TRANSACTION Fri Sep 06 00:28:00 2024
user078 | deposit $956 to checking | DATE OF TRANSACTION Sun Nov 03 07:48:00 2024
user083 | withdraw $1692 to savings | DATE OF TRANSACTION Fri Oct 11 14:41:00 2024
user040 | deposit $2306 to savings | DATE OF TRANSACTION Fri Sep 20 12:56:00 2024
user061 | deposit $565 to checking | DATE OF TRANSACTION Fri Jan 03 21:27:00 2025
user068 | deposit $226 to savings | DATE OF TRANSACTION Sat Oct 26 17:45:00 2024
user041 | withdraw $250 to checking | DATE OF TRANSACTION Mon Sep 02 11:09:00 2024
user076 | withdraw $2950 to checking | DATE OF TRANSACTION Fri Jan 03 02:07:00 2025
user038 | withdraw $1440 to savings | DATE OF TRANSACTION Fri Oct 25 02:05:00 2024
user011 | withdraw $2557 to checking | DATE OF TRANSACTION Sun Oct 06 21:29:00 2024
user007 | deposit $2232 to savings | DATE OF TRANSACTION Sat Oct 19 03:43:00 2024
user048 | withdraw $555 to checking | DATE OF TRANSACTION Mon Sep 09 10:53:00 2024
user053 | withdraw $949 to checking | DATE OF TRANSACTION Sat Nov 23 20:50:00 2024
user076 | withdraw $261 to savings | DATE OF TRANSACTION Sat Dec 14 18:46:00 2024
user030 | withdraw $1982 to checking | DATE OF TRANSACTION Mon Nov 11 16:19:00 2024
user074 | deposit $210 to savings | DATE OF TRANSACTION Tue Nov 12 15:16:00 2024
user086 | deposit $2896 to savings | DATE OF TRANSACTION Sat Jan 18 06:34:00 2025
user067 | withdraw $1086 to savings | DATE OF TRANSACTION Mon Nov 04 07:13:00 2024
user054 | withdraw $1799 to savings | DATE OF TRANSACTION Wed Oct 30 12:33:00 2024
user002 | deposit $617 to checking | DATE OF TRANSACTION Mon Sep 09 19:57:00 2024
user041 | withdraw $2928 to checking | DATE OF TRANSACTION Thu Jan 16 18:20:00 2025
user032 | deposit $2904 to savings | DATE OF TRANSACTION Sun Sep 08 01:48:00 2024
user011 | withdraw $2033 to checking | DATE OF TRANSACTION Fri Jan 24 16:22:00 2025
user041 | deposit $672 to savings | DATE OF TRANSACTION Sun Sep 01 17:14:00 2024
user002 | withdraw $595 to checking | DATE OF TRANSACTION Wed Dec 04 21:05:00 2024
user077 | deposit $2587 to checking | DATE OF TRANSACTION Wed Sep 25 04:38:00 2024
user075 | deposit $519 to savings | DATE OF TRANSACTION Tue Sep 03 17:59:00 2024
user045 | withdraw $2359 to checking | DATE OF TRANSACTION Sun Nov 03 21:36:00 2024
user076 | withdraw $1783 to checking | DATE OF TRANSACTION Thu Nov 21 05:26:00 2024
user053 | deposit $1811 to savings | DATE OF TRANSACTION Wed Dec 18 08:08:00 2024
user050 | withdraw $2996 to savings | DATE OF TRANSACTION Mon Sep 30 23:10:00 2024
user053 | withdraw $947 to savings | DATE OF TRANSACTION Wed Sep 11 12:44:00 2024
user058 | deposit $1512 to checking | DATE OF TRANSACTION Sun Nov 17 17:49:00 2024
user065 | withdraw $1764 to checking | DATE OF TRANSACTION Thu Oct 24 21:49:00 2024
user046 | deposit $697 to savings | DATE OF TRANSACTION Sat Nov 23 23:22:00 2024
user040 | withdraw $2071 to savings | DATE OF TRANSACTION Wed Nov 06 20:38:00 2024
user032 | withdraw $2828 to savings | DATE OF TRANSACTION Wed Oct 02 06:14:00 2024
user072 | withdraw $1733 to checking | DATE OF TRANSACTION Sun Nov 03 06:27:00 2024
user020 | deposit $434 to savings | DATE OF TRANSACTION Sat Oct 19 01:54:00 2024
user086 | withdraw $2464 to savings | DATE OF TRANSACTION Wed Sep 04 11:22:00 2024
user090 | withdraw $1532 to savings | DATE OF TRANSACTION Mon Nov 04 11:31:00 2024
user026 | deposit $852 to savings | DATE OF TRANSACTION Mon Jan 20 21:13:00 2025
user009 | deposit $119 to savings | DATE OF TRANSACTION Fri Dec 20 20:51:00 2024
user017 | withdraw $295 to savings | DATE OF TRANSACTION Thu Sep 05 07:43:00 2024
user020 | deposit $2256 to savings | DATE OF TRANSACTION Thu Dec 12 17:25:00 2024
user026 | deposit $45 to checking | DATE OF TRANSACTION Fri Jan 24 23:36:00 2025
user038 | withdraw $600 to checking | DATE OF TRANSACTION Fri Sep 20 02:09:00 2024
user046 | withdraw $2462 to checking | DATE OF TRANSACTION Wed Jan 29 04:27:00 2025
user066 | withdraw $1665 to savings | DATE OF TRANSACTION Sun Sep 22 04:19:00 2024
user067 | deposit $620 to checking | DATE OF TRANSACTION Fri Dec 20 13:18:00 2024
user098 | withdraw $538 to savings | DATE OF TRANSACTION Mon Jan 20 14:56:00 2025
user034 | deposit $2717 to savings | DATE OF TRANSACTION Fri Oct 18 05:26:00 2024
user004 | deposit $1749 to checking | DATE OF TRANSACTION Wed Oct 30 01:48:00 2024
user004 | withdraw $416 to savings | DATE OF TRANSACTION Wed Dec 11 13:25:00 2024
user064 | withdraw $1615 to savings | DATE OF TRANSACTION Wed Jan 01 18:08:00 2025
user052 | withdraw $1019 to checking | DATE OF TRANSACTION Sat Oct 26 14:00:00 2024
user034 | withdraw $2093 to savings | DATE OF TRANSACTION Wed Oct 09 07:33:00 2024
user083 | withdraw $761 to savings | DATE OF TRANSACTION Wed Nov 20 05:43:00 2024
user096 | deposit $1974 to savings | DATE OF TRANSACTION Fri Jan 10 21:18:00 2025
user053 | deposit $2149 to checking | DATE OF TRANSACTION Sat Oct 19 16:44:00 2024
user090 | deposit $2477 to savings | DATE OF TRANSACTION Sun Dec 29 15:53:00 2024
user054 | deposit $2591 to savings | DATE OF TRANSACTION Tue Oct 29 01:45:00 2024
user028 | withdraw $1485 to savings | DATE OF TRANSACTION Thu Oct 17 14:06:00 2024
user015 | deposit $1102 to checking | DATE OF TRANSACTION Fri Nov 15 07:36:00 2024
user008 | deposit $589 to checking | DATE OF TRANSACTION Thu Dec 26 09:35:00 2024
user097 | withdraw $360 to checking | DATE OF TRANSACTION Sat Sep 21 08:04:00 2024
user096 | withdraw $359 to savings | DATE OF TRANSACTION Mon Oct 14 13:10:00 2024
user056 | withdraw $1999 to savings | DATE OF TRANSACTION Thu Oct 17 06:55:00 2024
user044 | deposit $1703 to checking | DATE OF TRANSACTION Fri Sep 13 19:28:00 2024
user016 | deposit $1336 to checking | DATE OF TRANSACTION Mon Sep 02 16:36:00 2024
user044 | withdraw $796 to checking | DATE OF TRANSACTION Tue Sep 17 02:51:00 2024
user064 | withdraw $1138 to savings | DATE OF TRANSACTION Thu Dec 19 14:04:00 2024
user031 | deposit $1540 to savings | DATE OF TRANSACTION Fri Nov 29 16:50:00 2024
user096 | deposit $2411 to savings | DATE OF TRANSACTION Tue Sep 03 05:06:00 2024
user068 | withdraw $1377 to savings | DATE OF TRANSACTION Thu Oct 31 10:53:00 2024
user022 | withdraw $2033 to savings | DATE OF TRANSACTION Thu Sep 19 07:50:00 2024
user046 | withdraw $1991 to checking | DATE OF TRANSACTION Fri Dec 20 22:56:00 2024
user007 | withdraw $2973 to savings | DATE OF TRANSACTION Sun Jan 19 12:21:00 2025
user033 | deposit $830 to savings | DATE OF TRANSACTION Tue Nov 19 02:56:00 2024
user078 | withdraw $380 to savings | DATE OF TRANSACTION Fri Sep 13 21:52:00 2024
user076 | withdraw $29 to savings | DATE OF TRANSACTION Sun Oct 20 01:05:00 2024
user042 | withdraw $1240 to checking | DATE OF TRANSACTION Fri Dec 13 23:46:00 2024
user016 | withdraw $937 to savings | DATE OF TRANSACTION Mon Sep 02 09:06:00 2024
user074 | withdraw $1857 to checking | DATE OF TRANSACTION Wed Jan 15 19:55:00 2025
user058 | withdraw $249 to checking | DATE OF TRANSACTION Fri Oct 11 17:19:00 2024
user092 | withdraw $1038 to savings | DATE OF TRANSACTION Sat Oct 26 02:39:00 2024
user060 | withdraw $1787 to checking | DATE OF TRANSACTION Fri Oct 11 11:50:00 2024
user017 | deposit $1203 to checking | DATE OF TRANSACTION Tue Nov 19 17:27:00 2024
user058 | withdraw $1726 to savings | DATE OF TRANSACTION Thu Dec 26 15:59:00 2024
user004 | deposit $2571 to savings | DATE OF TRANSACTION Fri Sep 06 10:47:00 2024
user058 | withdraw $1664 to checking | DATE OF TRANSACTION Sun Oct 06 04:36:00 2024
user099 | withdraw $977 to savings | DATE OF TRANSACTION Mon Sep 16 21:17:00 2024
user065 | withdraw $2313 to savings | DATE OF TRANSACTION Sun Nov 17 15:49:00 2024
user035 | withdraw $564 to checking | DATE OF TRANSACTION Thu Dec 12 13:13:00 2024
user048 | withdraw $1271 to checking | DATE OF TRANSACTION Fri Jan 17 18:33:00 2025
user078 | withdraw $744 to checking | DATE OF TRANSACTION Wed Nov 27 05:27:00 2024
user010 | withdraw $191 to checking | DATE OF TRANSACTION Wed Dec 25 18:37:00 2024
user095 | deposit $392 to checking | DATE OF TRANSACTION Thu Dec 19 17:30:00 2024
user015 | withdraw $2515 to savings | DATE OF TRANSACTION Wed Jan 22 10:21:00 2025
user091 | withdraw $2614 to savings | DATE OF TRANSACTION Sun Oct 06 09:18:00 2024
user007 | withdraw $1873 to savings | DATE OF TRANSACTION Wed Jan 08 19:29:00 2025
user020 | withdraw $2755 to checking | DATE OF TRANSACTION Thu Sep 19 20:05:00 2024
user035 | deposit $1674 to checking | DATE OF TRANSACTION Wed Oct 02 09:14:00 2024
user018 | deposit $2944 to savings | DATE OF TRANSACTION Wed Nov 13 17:26:00 2024
user043 | withdraw $742 to checking | DATE OF TRANSACTION Thu Sep 05 00:02:00 2024
user058 | deposit $1272 to savings | DATE OF TRANSACTION Wed Jan 22 10:47:00 2025
user021 | withdraw $2054 to checking | DATE OF TRANSACTION Thu Jan 02 21:04:00 2025
user060 | withdraw $1070 to savings | DATE OF TRANSACTION Thu Jan 02 21:43:00 2025
user069 | withdraw $1604 to checking | DATE OF TRANSACTION Thu Jan 02 05:40:00 2025
user093 | withdraw $1193 to savings | DATE OF TRANSACTION Thu Sep 26 15:12:00 2024
user058 | deposit $189 to savings | DATE OF TRANSACTION Wed Sep 25 10:18:00 2024
user054 | withdraw $444 to savings | DATE OF TRANSACTION Tue Jan 28 19:17:00 2025
user064 | withdraw $2710 to savings | DATE OF TRANSACTION Fri Nov 01 20:00:00 2024
user070 | withdraw $1073 to savings | DATE OF TRANSACTION Thu Dec 19 00:54:00 2024
user020 | deposit $1037 to checking | DATE OF TRANSACTION Sun Dec 22 15:57:00 2024
user078 | deposit $693 to savings | DATE OF TRANSACTION Fri Sep 20 12:30:00 2024
user091 | withdraw $296 to savings | DATE OF TRANSACTION Sat Jan 18 02:40:00 2025
user092 | withdraw $1925 to savings | DATE OF TRANSACTION Fri Oct 04 19:00:00 2024
user025 | deposit $2335 to savings | DATE OF TRANSACTION Sun Jan 26 01:23:00 2025
user073 | deposit $2920 to checking | DATE OF TRANSACTION Thu Nov 14 05:10:00 2024
user089 | withdraw $1982 to checking | DATE OF TRANSACTION Tue Jan 28 04:20:00 2025
user049 | withdraw $1211 to checking | DATE OF TRANSACTION Mon Dec 30 18:59:00 2024
user008 | deposit $2604 to checking | DATE OF TRANSACTION Thu Dec 05 06:33:00 2024
user076 | withdraw $448 to checking | DATE OF TRANSACTION Mon Oct 28 23:17:00 2024
user085 | withdraw $724 to checking | DATE OF TRANSACTION Sat Jan 25 18:41:00 2025
user067 | withdraw $1091 to savings | DATE OF TRANSACTION Sun Oct 13 11:06:00 2024
user074 | withdraw $140 to checking | DATE OF TRANSACTION Sun Dec 15 10:56:00 2024
user025 | withdraw $396 to checking | DATE OF TRANSACTION Sun Jan 19 09:57:00 2025
user038 | deposit $1882 to savings | DATE OF TRANSACTION Tue Nov 26 04:59:00 2024
user039 | withdraw $1246 to savings | DATE OF TRANSACTION Mon Sep 23 11:19:00 2024
user062 | withdraw $2005 to checking | DATE OF TRANSACTION Mon Dec 23 17:57:00 2024
user011 | withdraw $2354 to checking | DATE OF TRANSACTION Fri Dec 13 06:44:00 2024
user054 | withdraw $705 to checking | DATE OF TRANSACTION Thu Jan 02 23:44:00 2025
user067 | withdraw $1827 to savings | DATE OF TRANSACTION Tue Oct 01 12:00:00 2024
user021 | deposit $2111 to checking | DATE OF TRANSACTION Tue Oct 15 20:55:00 2024
user070 | deposit $1259 to checking | DATE OF TRANSACTION Sun Dec 22 07:27:00 2024
user037 | withdraw $544 to checking | DATE OF TRANSACTION Sat Nov 23 08:25:00 2024
user063 | deposit $1084 to savings | DATE OF TRANSACTION Fri Oct 25 09:50:00 2024
user016 | withdraw $2049 to checking | DATE OF TRANSACTION Wed Jan 01 03:22:00 2025
user071 | withdraw $2480 to checking | DATE OF TRANSACTION Sat Oct 12 06:34:00 2024
user095 | deposit $298 to checking | DATE OF TRANSACTION Thu Dec 26 02:11:00 2024
user076 | deposit $1244 to savings | DATE OF TRANSACTION Mon Sep 09 21:15:00 2024
user016 | withdraw $384 to savings | DATE OF TRANSACTION Thu Oct 17 01:08:00 2024
user068 | deposit $2868 to checking | DATE OF TRANSACTION Tue Oct 15 04:26:00 2024
user024 | withdraw $2818 to savings | DATE OF TRANSACTION Sun Nov 10 04:23:00 2024
user075 | deposit $146 to checking | DATE OF TRANSACTION Fri Sep 27 13:54:00 2024
user094 | withdraw $1288 to savings | DATE OF TRANSACTION Mon Jan 13 15:19:00 2025
user059 | deposit $2574 to checking | DATE OF TRANSACTION Mon Dec 23 04:18:00 2024
user049 | withdraw $1188 to checking | DATE OF TRANSACTION Wed Dec 11 12:37:00 2024
user018 | withdraw $1197 to savings | DATE OF TRANSACTION Sun Sep 01 08:07:00 2024
user053 | withdraw $2710 to checking | DATE OF TRANSACTION Sat Nov 02 01:28:00 2024
user024 | deposit $2963 to savings | DATE OF TRANSACTION Thu Nov 14 15:40:00 2024
user066 | deposit $540 to checking | DATE OF TRANSACTION Sat Sep 07 00:51:00 2024
user091 | withdraw $2092 to savings | DATE OF TRANSACTION Sun Oct 13 21:42:00 2024
user037 | deposit $1882 to savings | DATE OF TRANSACTION Fri Dec 06 21:05:00 2024
user003 | deposit $1407 to savings | DATE OF TRANSACTION Sat Sep 28 16:31:00 2024
user018 | deposit $569 to checking | DATE OF TRANSACTION Tue Oct 22 19:09:00 2024
user011 | deposit $1801 to savings | DATE OF TRANSACTION Wed Oct 09 23:35:00 2024
user037 | deposit $370 to savings | DATE OF TRANSACTION Fri Sep 13 04:09:00 2024
user058 | deposit $953 to savings | DATE OF TRANSACTION Sun Nov 03 22:44:00 2024
user043 | withdraw $2865 to savings | DATE OF TRANSACTION Tue Jan 14 04:01:00 2025
user048 | withdraw $984 to checking | DATE OF TRANSACTION Sun Nov 24 07:28:00 2024
user050 | deposit $1040 to savings | DATE OF TRANSACTION Wed Oct 30 21:42:00 2024
user038 | deposit $276 to savings | DATE OF TRANSACTION Sat Jan 04 21:39:00 2025
user092 | deposit $1024 to checking | DATE OF TRANSACTION Sat Sep 14 18:07:00 2024
user095 | withdraw $2123 to checking | DATE OF TRANSACTION Wed Nov 20 00:25:00 2024
user045 | withdraw $2985 to savings | DATE OF TRANSACTION Wed Nov 13 03:49:00 2024
user093 | deposit $2277 to savings | DATE OF TRANSACTION Fri Sep 13 08:04:00 2024
user023 | deposit $1667 to savings | DATE OF TRANSACTION Tue Dec 24 18:59:00 2024
user093 | withdraw $1123 to checking | DATE OF TRANSACTION Tue Oct 29 00:31:00 2024
user022 | deposit $692 to savings | DATE OF TRANSACTION Thu Sep 26 15:28:00 2024
user020 | deposit $367 to checking | DATE OF TRANSACTION Wed Sep 11 21:17:00 2024
user048 | withdraw $1535 to checking | DATE OF TRANSACTION Mon Oct 14 05:56:00 2024
user097 | withdraw $2928 to savings | DATE OF TRANSACTION Thu Nov 14 10:48:00 2024
user021 | withdraw $1891 to checking | DATE OF TRANSACTION Mon Oct 21 07:18:00 2024
user017 | deposit $361 to savings | DATE OF TRANSACTION Wed Nov 27 12:34:00 2024
user046 | deposit $1283 to savings | DATE OF TRANSACTION Fri Oct 11 08:38:00 2024
user024 | deposit $2156 to savings | DATE OF TRANSACTION Tue Sep 03 08:58:00 2024
user083 | withdraw $588 to savings | DATE OF TRANSACTION Wed Nov 06 06:41:00 2024
user074 | deposit $625 to savings | DATE OF TRANSACTION Wed Jan 01 15:48:00 2025
user026 | deposit $1488 to checking | DATE OF TRANSACTION Fri Nov 22 11:25:00 2024
user062 | withdraw $1144 to checking | DATE OF TRANSACTION Thu Oct 17 20:46:00 2024
user078 | withdraw $2730 to savings | DATE OF TRANSACTION Mon Oct 21 02:19:00 2024
user035 | deposit $2462 to savings | DATE OF TRANSACTION Tue Nov 12 01:09:00 2024
user075 | deposit $1612 to checking | DATE OF TRANSACTION Wed Oct 09 20:02:00 2024
user074 | deposit $2203 to savings | DATE OF TRANSACTION Sun Jan 26 12:47:00 2025
user070 | withdraw $2629 to checking | DATE OF TRANSACTION Thu Dec 12 23:21:00 2024
user008 | deposit $2568 to savings | DATE OF TRANSACTION Fri Sep 20 03:20:00 2024
user059 | withdraw $1370 to savings | DATE OF TRANSACTION Fri Oct 18 00:14:00 2024
user040 | withdraw $1723 to checking | DATE OF TRANSACTION Tue Jan 14 03:27:00 2025
user100 | deposit $2502 to savings | DATE OF TRANSACTION Sun Jan 05 12:41:00 2025
user064 | withdraw $2169 to checking | DATE OF TRANSACTION Wed Oct 23 13:04:00 2024
user074 | deposit $463 to savings | DATE OF TRANSACTION Fri Jan 17 20:21:00 2025
user049 | deposit $1129 to checking | DATE OF TRANSACTION Tue Oct 15 00:06:00 2024
user042 | deposit $2294 to checking | DATE OF TRANSACTION Sat Oct 26 05:13:00 2024
user061 | withdraw $1831 to savings | DATE OF TRANSACTION Fri Jan 03 23:34:00 2025
user099 | withdraw $265 to checking | DATE OF TRANSACTION Tue Jan 14 22:40:00 2025
user040 | withdraw $1871 to checking | DATE OF TRANSACTION Fri Nov 29 03:18:00 2024
user074 | deposit $2179 to checking | DATE OF TRANSACTION Sat Oct 26 14:37:00 2024
user052 | deposit $2754 to savings | DATE OF TRANSACTION Wed Dec 25 07:07:00 2024
user021 | deposit $242 to checking | DATE OF TRANSACTION Sat Nov 02 15:52:00 2024
user072 | withdraw $1969 to savings | DATE OF TRANSACTION Wed Nov 20 22:41:00 2024
user084 | withdraw $1607 to savings | DATE OF TRANSACTION Wed Dec 04 21:12:00 2024
user008 | deposit $65 to checking | DATE OF TRANSACTION Sat Dec 21 12:26:00 2024
